category,tv_id,name,first_air_date,original_language,genre_list,creator,certification_us,user_score_average,vote_count,popularity,overview
popular_tv,251309,Doctor Climax,2024-06-13,th,Drame | Comédie,,TV-MA,6.6,13,6.8997,"Dans les années 70, un dermatologue thaïlandais éveille toute une population à la sexualité en devenant Dr Climax, un journaliste bien décidé à briser les tabous."
popular_tv,206,"High Secret City, la ville du grand secret",1992-09-18,en,Drame | Comédie,David E. Kelley,,7.353,51,6.8988,Il s'agit d'une chronique de la vie quotidienne des habitants de la petite ville de Rome dans le Wisconsin. Les histoires sont articulées autour de la famille Brock dont le père est le shérif de la ville et la mère le médecin généraliste.
popular_tv,221725,ちびゴジラの逆襲,2023-04-01,ja,Animation | Comédie | Kids | Science-Fiction & Fantastique,,,7.2,5,6.8987,
popular_tv,283705,The Shy Hero and the Assassin Princesses,2025-07-12,ja,Animation | Comédie | Action & Adventure | Science-Fiction & Fantastique,,TV-14,6.778,9,6.8977,"Toto est un héros talentueux, mais il est si timide qu’il n’arrive pas à former une équipe avec d’autres aventuriers. Alors qu'il se morfond dans sa ville d’origine, trois belles femmes (Ciel, Anémone et Goa) l'invitent à rejoindre leur groupe. Ce qu’il ignore, c’est qu’elles ont chacune une bonne raison de le tuer…"
popular_tv,3407,Darna,2005-04-04,tl,Action & Adventure | Science-Fiction & Fantastique | Drame,Mars Ravelo,,0.0,0,6.8977,
popular_tv,14412,Tombstone Territory,1957-10-16,en,Western,,,6.2,8,6.8975,
popular_tv,206324,Chillin' in My 30s after Getting Fired from the Demon King's Army,2023-01-07,ja,Animation | Action & Adventure | Science-Fiction & Fantastique,,,7.4,55,6.8974,"Dariel, 30 ans, soldat de l’armée du Seigneur des Démons, a été renvoyé car il n’a aucune maîtrise de la magie. Cependant, c’est un fin stratège et son intelligence l’amène à s’installer dans un petit village où il se met au service des habitants…"
popular_tv,91354,Les ombres du passé,2016-10-03,pt,Drame | Soap,Maria Adelaide Amaral,,3.8,5,6.897,"Un jeune couple fou amoureux décide de vivre sa passion malgré l'opposition de la famille du jeune homme. Leurs sentiments survivront-ils à ces tourments ?  Helô (Claudia Abreu) est cruellement séparée du grand amour de sa vie, Pedro (Reynaldo Gianecchini). Ce jeune homme plein et romantique appartient à une famille puissante qui est prête à tout faire pour de l'argent. Parce qu’Helô est issue d’une famille modeste, les parents de Pedro ont tout mis en œuvre pour empêcher les deux amoureux de vivre leur idylle.  Vingt ans plus tard, tout ce dont Pedro et Helô ont besoin, est une rencontre fortuite pour raviver ce sentiment puissant. Prêts à récupérer le temps perdu, le couple fera tout son possible pour vivre cet amour et luttera non seulement contre la famille ambitieuse de Pedro, mais également contre le mari puissant et sans scrupule d'Helô."
popular_tv,61789,Les Brown : Génération Alaska,2014-05-06,en,Reality | Familial,,TV-14,6.41,61,6.8965,"Dans les contrées sauvages de l'Alaska vit une famille unique qui, jusqu'à récemment, n'avait aucun contact avec le monde extérieur. Bill Brown, Ami et leurs sept enfants peuvent parfois passer une année entière sans voir un étranger. À force de vivre en retrait du monde, ils ont développé leurs propres accent et dialecte. La nuit venue, ceux qui se qualifient eux-mêmes de ""meute"" dorment tous ensemble dans l'unique pièce de leur minuscule demeure. Décidément, ce clan a de quoi étonner."
popular_tv,112651,必殺仕事人,1979-05-18,ja,Drame,,,10.0,1,6.8945,
popular_tv,103786,Le Cuphead show !,2022-02-18,en,Animation | Comédie | Familial,Dave Wasson,TV-Y7,7.963,351,6.8944,"Partagez les mésaventures de l'impulsif Cuphead et de Mugman, son frère facilement influençable, dans cette série animée inspirée du jeu vidéo à succès."
popular_tv,1041,Noir,2001-04-06,ja,Drame | Animation | Action & Adventure,月村了衛,TV-PG,6.452,31,6.8935,"Mireille Bouquet, une tueuse à gages qui a la réputation d'être très efficace, reçoit un jour un mail d'une certaine Kirika Yūmura.  Mireille décide d'aller à la rencontre de cette personne afin d'en savoir plus.  Une « relation de travail » se forme alors entre Mireille et Kirika, qui est sûre de détenir un grand secret en sa possession, mais n'a aucun souvenir sur elle ou sur ses actes dans le passé. Seul le nom de Noir lui semble familier. Commence alors pour ces deux personnes un péril pour découvrir la vérité."
popular_tv,225595,同居三人組,1990-07-10,cn,,,,0.0,0,6.892,
popular_tv,130147,沉香如屑·沉香重华,2022-07-20,zh,Drame | Science-Fiction & Fantastique | Action & Adventure,,,5.633,30,6.8918,
popular_tv,99030,胜者为王,1991-09-02,zh,Crime | Action & Adventure,,,0.0,0,6.8914,
popular_tv,80539,Asobi Asobase - workshop of fun -,2018-07-08,ja,Comédie | Animation,,TV-14,8.476,148,6.8902,"Trois camarades de classe aiment se lancer des défis à travers des jeux simples. La première est très douée, mais elle déteste ce genre de jeu à force de perdre contre sa grande sœur qui lui refile ainsi toutes ses corvées. La seconde est Américaine, elle a grandi au Japon, mais elle prétend être mauvaise en japonais ce qui la défavorise. La troisième aime observer ces jeux. De toute façon, elle perd tout le temps !"
popular_tv,210916,The Recruit,2022-12-16,en,Drame | Crime | Action & Adventure,Alexi Hawley,TV-MA,7.445,421,6.8899,"Recruté par la CIA juste après son diplôme, un jeune avocat frondeur plonge sans préparation dans l'univers redoutable de l'espionnage international."
popular_tv,31841,Épisodes,2011-01-09,en,Comédie,David Crane,TV-MA,7.207,196,6.8887,"Sean et Beverly Lincoln, un couple de scénaristes britanniques, sont invités à Hollywood par un producteur américain de télévision, Marc Lapidus, pour adapter leur série à succès sur une chaîne de télévision américaine. Tout semble se présenter pour le mieux, mais une fois sur place, le couple va devoir faire face à la réalité."
popular_tv,224229,Show Bouillant : Japon,2023-04-25,ko,Reality,,TV-MA,6.9,9,6.8882,Shin Dong-youp et Sung Si-kyung rencontrent des personnes de tous horizons afin de briser les tabous qui entourent le divertissement pour adultes au Japon.
popular_tv,68099,Digimon Universe: Appli Monsters,2016-10-01,ja,Action & Adventure | Animation | Kids,,TV-PG,8.3,16,6.8882,"Nouveau projet de la licence Digimon.  Haru Shinkai est un collégien ordinaire qui se défini comme étant un ""personnage secondaire"", jusqu'au jour où une étrange application apparaît sur son portable. L'icône abrite Gatchmon, un digimon qui se présente comme son partenaire et lui demande de l'aider à traquer les virus envahissant le réseau."
popular_tv,63573,고양이는 있다,2014-06-09,ko,Comédie | Familial | Inconnu,,,5.8,2,6.8882,
popular_tv,270858,棕眼之谜,2025-11-05,zh,Drame | Mystère,,,7.0,1,6.8879,
popular_tv,563,Stingers,1998-09-29,en,Drame | Action & Adventure | Crime | Mystère,Tony Morphett,,7.8,5,6.8879,
popular_tv,61867,Medcezir,2013-09-13,tr,Comédie | Drame,Ece Yörenç,,7.0,32,6.8871,
popular_tv,156057,Gods' Games We Play,2024-04-01,ja,Animation | Drame | Science-Fiction & Fantastique,,,7.311,37,6.8868,"Dans un monde où les dieux s’ennuient, les humains sont contraints de participer à des joutes intellectuelles. Après trois défaites, les dieux perdent le droit de lancer des défis, tandis que dix victoires signifient le triomphe des humains. Déterminé à réaliser l'impossible, Fay participe à l'ultime épreuve d'intelligence contre les dieux. Surpassera-t-il la divinité ou ne sera-t-il qu'un perdant de plus ?"
popular_tv,169598,赛尔号,2012-01-09,zh,Animation | Action & Adventure | Science-Fiction & Fantastique | Drame,Wang Zhangjun,,8.0,2,6.8863,
popular_tv,120691,AEW Dark: Elevation,2021-03-15,en,Action & Adventure | Drame,Tony Khan,TV-14,6.6,11,6.8862,
popular_tv,74237,镇魂街,2017-08-02,zh,Science-Fiction & Fantastique | Drame | Action & Adventure,Chen Xu,,8.2,5,6.8862,
popular_tv,156898,"Bastard!! Heavy Metal, Dark Fantasy",2022-06-30,ja,Animation | Action & Adventure | Science-Fiction & Fantastique,,TV-MA,7.591,132,6.8859,"Dans un monde revenu à l’ère médiévale, au sein duquel règne la guerre et ses horreurs, la terrible armée des ténèbres cherche à ramener à la vie Antrhax, un ancien dieu de la destruction, afin d’utiliser son pouvoir pour conquérir le monde. Pour atteindre cet objectif, Kal Su, le chef de l’armée, décide d’assaillir Meta-Licana, un royaume détenant l’un des sceaux qui emprisonne la créature. Pour se protéger de l’assaut imminent, le royaume décide de faire appel au pouvoir de Dark Schneider, un puissant guerrier créé par les Douze Sages il y a 400 ans de cela, scellé il y a quinze ans dans le corps de Lucié Lenlen pour contrecarrer ses plans de domination du monde. Pour briser le sceau, Lucié Lenlen doit recevoir un baiser de Yoko, la fille du grand mage qui avait scellé Dark Schneider autrefois. Toutefois… est-ce vraiment une bonne idée de vouloir libérer le plus puissant mage du monde lorsque ce dernier avait comme objectif de, lui aussi, asservir le monde"
popular_tv,99588,Kamp Koral : Bob la petite éponge,2021-03-04,en,Animation | Comédie | Familial,Marc Ceccarelli,TV-Y7,7.2,520,6.8857,"Remontez le temps et rencontrez Bob l'éponge à 10 ans, alors que lui et ses copains font des feux de camp sous l'eau, attrapent des méduses sauvages et nagent dans le lac Yuckymuck au camp le plus fou de la forêt de varech, Kamp Koral."
popular_tv,40229,Rip Off Britain,2009-11-30,en,Crime | News,,NR,3.0,2,6.8855,
popular_tv,130765,Love All Play,2022-04-02,ja,Animation,,TV-14,6.778,9,6.8852,"Ryo Mizushima rêve d'être le meilleur joueur de badminton du monde. Mais malgré ses qualités athlétiques naturelles et son habileté, il n'a pu progresser, faute d’avoir eu un bon entraîneur. Cependant, tout change lorsqu’il est repéré par l'une des plus prestigieuses équipes de badminton de son lycée. À présent, il est enfin temps pour Ryo de s'envoler !"
popular_tv,67098,Shimmer et Shine,2015-05-11,en,Animation | Familial | Kids,,TV-Y,6.2,16,6.8831,"La première saison a lieu dans le monde humain et se concentre sur une jeune fille nommée Léa, qui est amie avec une paire de genies jumelles dans la formation nommée Shimmer et Shine. Les génies de Léa lui accordent 3 vœux tous les jours, mais ils se gâtent souvent. Chaque épisode présente Léa travaillant avec ses génies pour résoudre les problèmes qu'ils causent par inadvertance, tout en gardant Shimmer et Shine un secret de son voisin voisin Zac.  Dans la deuxième saison, les personnages sont transportés à Zahramay, une terre magique où Shimmer et Shine vivent. Léa révèle l'existence de ses génies à Zac, qui est donné un génie de son propre nom Kaz. Shimmer et Shine continuent d'accorder des souhaits à Léa et d'amitié avec le souverain du pays de Zahramay, la Princesse Samira. La saison comprend également Roya le paon de Samira, Zeta la sorcière maléfique et le dragon de Zeta, Nazboo."
popular_tv,64130,Mitternachtsspitzen,1988-09-17,de,Comédie,,NR,4.0,2,6.8831,
popular_tv,5224,Chōriki Sentai Ohranger,1995-03-03,ja,Science-Fiction & Fantastique | Action & Adventure | Kids,,TV-PG,7.7,12,6.8809,"Il y a 600 000 000 d'années, la Pangée créa un robot géant nommé « Bacchus Wrath ». Mais ce dernier se retourna contre ses créateurs. Le King Ranger parvint cependant à vaincre Bacchushund et le bannit de la Terre. En 1999, Bacchushund revint sur Terre à la tête de l'empire des Machines Baranoia. Le Chef Conseiller Naoyuki Miura fit alors revire les super-énergies nées de la civilisation perdue de Pangée, et construisit une pyramide générant le pouvoir Tetrahedron afin de transformer cinq officiers de l'United Airforce Overtech Hardware en Oh-Rangers et de leur confier la mission d'empêcher l'empire des Machines Baranoia de conquérir le monde.  En 1996, les scènes de combats de la série furent utilisées par Haïm Saban pour produire la série Power Rangers : Zeo."
popular_tv,12782,Marimar,1994-01-31,es,Drame | Soap,Inés Rodena,TV-PG,7.0,761,6.8804,"María del Mar, Marimar, est une jeune mexicaine fleur bleue qui ne sait ni lire ni écrire. Elle vit dans un squat de la plage avec son papi Pancho, sa mamie Cruz, son chien Sac à puces, et sa poule Macha. Contre l'avis de ses grands-parents, elle se rend souvent sur des terrains privés pour récupérer des fruits et des légumes du jardin. Un jour, elle croise le regard de Sergio Santibañez fils du propriétaire de l'Hacienda où elle s'est introduite. Elle est subjuguée par cet homme. Emu par la situation de la jeune femme qui s'accroche à lui, et se sentant en âge de se marier, il propose à Marimar de s'installer à l'Hacienda. Sergio n'est pas amoureux mais ils se marient rapidement car Sergio veut faire rager son père qui refuse de lui attribuer sa part de l'Hacienda. Renato, le père de Sergio et surtout Angelica, la femme de ce dernier regrettent d'avoir poussé Sergio à trouver une épouse.  Sergio est footballeur dans un club de la capitale, Mexico. Marimar est vexée de voir que son mari ne souhaite pas qu'elle le rejoigne. Il lui propose de rester à l'Hacienda en attendant qu'il fasse construire une maison non loin de là. Il s'imagine que Marimar sera une parfaite maîtresse de maison à son retour. Il lui envoie des lettres qui ne lui sont pas lues. Marimar est gentille mais elle peut se montrer très insolente avec les gens qui la prennent de haut. Elle se dispute donc régulièrement avec Angelica. Angelica se débarrasse d'elle en l'accusant d'un vol de bijoux. Marimar se retrouve en prison enceinte. Angelica ordonne à un de ses employés de s'occuper des grands-parents de Marimar. Il fait plus que demandé en les tuant. Marimar ne reste pas longtemps en prison. À sa libération elle ne rêve que d'une chose : quitter la région et prendre un nouveau départ.  Avec l'aide du prêtre, Padre Porres, elle trouve un logement dans une auberge de Mexico. La poule Macha finit dans les assiettes de l'auberge. Marimar est embauchée comme domestique chez le riche homme d'affaires Gustavo Aldama, qui recherche sa fille. Gustavo va faire d'elle une femme cultivée, distinguée, ambitieuse et son héritière. Ce n'est que la veille de sa mort qu'il apprend que cette jeune femme est en réalité sa fille. Marimar a perdu toute naïveté. À Mexico on la connaît sous l'identité de Bella Aldama, une redoutable femme fatale, orgueilleuse et très méfiante. Elle réussit à cacher sa grossesse, puis élève sa fille en toute discrétion.  Sergio tombe amoureux de cette femme d'affaires charismatique. Il a des doutes mais refuse de croire que Marimar ait pu autant changer. Marimar ressent toujours quelque chose pour Sergio mais n'oublie pas le manque de considération de celui-ci à l'époque où elle était pauvre. Elle ne supporte pas la goujaterie de son mari qui semble bien s'amuser à Mexico. Marimar se vante d'être riche, tourne Sergio en bourrique, et souhaite se venger de la famille Santibañez.  Le chien Sac à puces, dont on entend les pensées, est bien plus perspicace que les humains. Il essaie de protéger Marimar contre elle-même."
popular_tv,226905,BUCCHIGIRI?!,2024-01-13,ja,Animation | Action & Adventure | Comédie | Science-Fiction & Fantastique,,TV-14,7.5,31,6.8782,"Les retrouvailles de Tomobishi Arajin et de son vieil ami Asamine Matakara prennent une tournure inattendue lorsqu'ils se retrouvent au milieu d'une querelle entre les plus gros durs de la ville. Pour couronner le tout, un génie colossal décide fait son apparition..."
popular_tv,215675,猪猪侠之竞速小英雄,2019-10-23,zh,Animation | Kids,Zhibin Gu,,10.0,1,6.8782,
popular_tv,290160,Épouse mon mari : Japon,2025-06-27,ja,Drame | Comédie | Science-Fiction & Fantastique,,,8.227,22,6.8776,"Misa a toujours vécu dans l’ombre, vouant une confiance aveugle à sa meilleure amie et à son mari. Quand elle découvre leur liaison, cette trahison entraîne sa mort. Se réveillant dix ans plus tôt, elle va devenir l’actrice principale de sa vie. Elle compte nuire aux deux traîtres en les amenant à se marier, mais sa rencontre avec son directeur l'incite à se remettre en question."
popular_tv,205986,J9シリーズ,1981-10-06,ja,Animation | Science-Fiction & Fantastique | Action & Adventure,,,0.0,0,6.8776,
popular_tv,218175,大小爱吃,2007-06-11,zh,Reality,,,0.0,0,6.8774,
popular_tv,279989,Betrothed to My Sister's Ex,2025-07-05,ja,Animation | Comédie | Drame,,TV-14,8.684,19,6.8773,"Seconde fille d'un baron ruiné, Marie est traitée comme une servante par ses parents. Même lors de sa fête d'anniversaire, sa splendide sœur aînée, Anastasia, est la vedette. Ce jour-là, Marie rencontre le comte Kyuros Granado qui tombe amoureux d'elle au premier regard. Cependant, à cause d'un malentendu, le comte demande la main d’Anastasia…"
popular_tv,219543,Creature Commandos,2024-12-05,en,Animation | Science-Fiction & Fantastique | Action & Adventure,James Gunn,TV-MA,7.776,259,6.8773,Une équipe secrète de monstres incarcérés est le dernier recours pour les missions jugées trop dangereuses pour les humains.
popular_tv,220118,Sazanami Soushi ni Shojo o Sasagu Saa Jikkuri Medemashou ka,2023-04-03,ja,Animation,,TV-MA,8.2,5,6.8759,"Nagisa, une employée de bureau de 26 ans, part en voyage et fait la rencontre de Sazanami Soushi, un yakuza. Très rapidement, les choses s'enchainent entre eux et elle décide de lui donner sa virginité.  Ce qui devait être la relation d'une seule nuit devient bientôt plus sérieux..."
popular_tv,108291,Snowdrop,2021-12-18,ko,Drame | War & Politics,Yoo Hyun-mi,TV-14,8.5,299,6.8756,"1987. Au plus fort de la contestation démocratique contre le pouvoir dictatorial en Corée du Sud, un jeune étudiant, Im Soo-Ho, fait irruption dans le dortoir d'une université féminine, couvert de sang. Il y rencontre Eun Young-Cho, une brillante étudiante en littérature anglaise avec laquelle il va développer une relation amoureuse, au milieu des tumultes politiques et de la répression du régime..."
popular_tv,42692,Flame of Recca,1997-07-19,ja,Action & Adventure | Animation | Science-Fiction & Fantastique,,,6.938,16,6.8748,"Recca Hanabishi, un jeune garçon pouvant contrôler les flammes, protège Yanagi, sa “princesse” comme il l’appelle. Celle-ci possède en effet un pouvoir qui attise les convoitises : un pouvoir de guérison. Et Koran Mori fait partie de ceux qui rêvent de l’exploiter. Pour cela, il n’hésite pas à utiliser Kurei, le maître des flammes maudit et demi-frère de Recca ! Un combat titanesque va opposer les deux frères et leurs coéquipiers avec comme enjeu, le destin de la planète !"
popular_tv,274671,The Beginning After the End,2025-04-02,ja,Animation | Action & Adventure,,TV-14,6.895,43,6.8744,"Autant craint que respecté, le roi Grey renaît sur le continent magique de Dicathen sous le nom d'Arthur Leywin après une mort mystérieuse. Il conserve sa sagesse d'antan, même s'il entame sa seconde vie sous la forme d'un bébé. Au fil des ans, il commence à maîtriser la magie et à tracer sa propre voie pour tenter de réparer les erreurs de sa vie passée."
popular_tv,7098,Londres Police Judiciaire,2009-02-23,en,Drame,,TV-14,7.0,42,6.8744,"Bradley Walsh est le sergent Ronnie Brooks, un vrai gars de l'East End, policier intègre, ami et partenaire du sergent Matt Devlin dont les méthodes policières sont un mélange de séduction et de force."
popular_tv,207616,まんさくの花,1981-04-06,ja,Drame,,,0.0,0,6.8738,
popular_tv,84656,回家的诱惑,2011-02-21,zh,Drame | Familial,,,8.5,2,6.8738,
popular_tv,273131,四喜,2025-11-07,zh,Drame,清扬婉兮,,0.0,0,6.8712,
popular_tv,56017,Les Shtisel : Une Famille à Jérusalem,2013-06-29,he,Drame,Ori Alon,TV-14,7.965,43,6.8708,"Shitsel raconte l’histoire tourmentée de Shulem, Malka, Giti et Akiva, Juifs haredis du quartier ultra-orthodoxe de Geula, à Jérusalem."
popular_tv,72844,The Haunting of Hill House,2018-10-12,en,Mystère | Drame,Mike Flanagan,TV-MA,8.115,2539,6.8706,"Entre passé et présent, les membres d'une famille éclatée font face aux souvenirs d'événements terrifiants survenus dans une maison qui les a autrefois obligés à fuir."
popular_tv,108184,战斗王之飓风战魂,2012-08-23,zh,Action & Adventure | Animation | Science-Fiction & Fantastique | Kids,Liao Guang Zu,TV-PG,9.0,3,6.8702,
popular_tv,153378,F4 Thailand: Boys Over Flowers,2021-12-18,th,Comédie | Drame,,,8.673,101,6.8695,"Gorya est une fille de classe inférieure acceptée dans une prestigieuse université fréquentée par les riches. L'école est dirigée par une clique d'élite connue sous le nom de F4, composée de 4 garçons riches, beaux et gâtés. Gorya est la seule à résister à leurs manières d'intimidation, laissant tous les garçons émerveillés, en particulier Thyme, le chef du groupe. Presque instantanément frappée par Gorya, Thyme la poursuit de manière romantique, mais elle ne s'intéresse pas à lui à cause des premières impressions. Elle tombe alors amoureuse de son meilleur ami Ren, mais Ren est amoureux de son amour d'enfance. Dans tout le chaos de l'école, Gorya ne peut s'empêcher de tomber amoureuse de Thyme à cause de sa générosité envers elle et sa famille, et de son changement de caractère."
popular_tv,217857,もっと！まじめにふまじめ かいけつゾロリ,2020-04-05,ja,Animation | Kids | Comédie | Drame,,,9.3,3,6.8683,
popular_tv,129272,逆天至尊,2021-07-16,zh,Animation | Action & Adventure,Ku Ya Yu Mu,,9.0,6,6.8667,
popular_tv,4232,Le Pacha,1961-09-27,en,Animation | Comédie | Kids,Joseph Barbera,TV-G,7.522,358,6.8655,"Pacha est le chef d'une bande de chats de ruelle, qui cherche toujours à tromper quelqu'un. Cette bande est composée de  : le « Pacha » (le chef, un chat jaune en costume et chapeau violet, toujours plein d'assurance et de plans pour faire fortune) ; Chouchou, un chat rose en pull blanc, fidèle second toujours à l'écoute ; Bidule « la boule », chaton bleu un peu lent mais toujours en admiration devant le Pacha ; Firlut et Bezig ; « P'tite tête », chat roux pas très futé, voire plutôt niais. Leur « némésis » est un policier, l'agent Crampon, qui garde toujours un œil sur eux et en particulier sur le Pacha afin de déjouer leurs combines. Bien loin d'inquiéter réellement le Pacha, ce dernier prend un malin plaisir à se moquer de l'agent de police par des allusions ou même en déformant son nom (comme « Agent crapule »...) et à le narguer à chaque réussite de son plan, jusqu'à ce que tout s'écroule et que l'agent se lance à leur trousse pour les arrêter."
popular_tv,37858,Fate/stay night,2006-01-07,ja,Animation | Science-Fiction & Fantastique | Action & Adventure,,TV-14,7.311,222,6.8646,"Tous les dix ans, sept magiciens s'affrontent avec leur servant dans une guerre secrète afin de posséder le Saint Graal. À l'issue de ce combat, le magicien vainqueur aura le droit de voir un souhait exaucé. Emiya Shiro est un jeune lycéen ordinaire si ce n est qu'il est l'enfant adoptif d'un magicien très puissant décédé. Emiya ne possède pas le talent de son père mais cultive un pouvoir bien spécifique, celui de pouvoir réparer les objets. Seulement, le jour où il se retrouve aux prises d'un combat opposant deux magiciens, il va réveiller le pouvoir qui sommeille en lui sous la forme d'une jeune femme à la beauté aussi dévastatrice que sa puissance : Saber. L'ordre des sept magiciens est désormais réuni, la guerre peut commencer."
popular_tv,214999,Une Mauvaise Mère ?,2023-04-26,ko,Drame | Comédie,Sim Na-yeon,TV-MA,8.9,171,6.8642,"Après un tragique accident, un procureur ambitieux se retrouve avec les facultés mentales d'un enfant, l'obligeant lui et sa mère à recoller les morceaux de leur relation complexe."
popular_tv,6445,Cosby,1996-09-16,en,Comédie | Familial,Bill Cosby,TV-G,6.1,29,6.8642,"Adaptée de la série britannique One Foot in the Grave, elle suit les (més)aventures du grincheux Hilton Lucas, un habitant du Queens, qui vient de perdre son travail d'agent d'aéroport au grand dam de sa femme Ruth."
popular_tv,42554,Sekai-ichi Hatsukoi,2011-04-09,ja,Animation | Drame | Comédie,,TV-14,6.074,27,6.8633,"Engagé aux éditions Marukawa Books, Ritsu Onodera se retrouve a devoir travailler au département des mangas pour filles alors qu'il ne connaît rien en la matière. Pour ne rien arranger à sa situation, les relations avec son éditeur en chef, un ancien amoureux, s'annoncent délicates…"
popular_tv,26927,The Bugs Bunny and Tweety Show,1986-09-13,en,Animation | Comédie,,,8.143,7,6.8633,
popular_tv,68699,Les Marseillais,2012-11-19,fr,Reality,Ambra Banijay,,0.0,0,6.8631,Cette téléréalité est née du succès de l'émission Les Ch'tis. Le programme suit les aventures d'une douzaine de candidats issus de la région de Marseille et travaillant dans le monde de la nuit. Leur but est de percer professionnellement dans différentes villes du monde.
popular_tv,229925,아이돌 인간극장,2021-07-24,ko,Reality,,,0.0,0,6.863,
popular_tv,109330,Madagascar : La savane en délire,2020-09-07,en,Animation | Kids,Dana Starfield,TV-Y,7.0,261,6.863,"Les aventures de la bande d'amis alors qu'ils étaients enfants : Alex, le lionceau, Marty, le zébreau, Melman, le girafon et Gloria, le bébé hippopotame au zoo de Central Park."
popular_tv,12333,Gravion,2002-10-08,ja,Animation | Comédie | Action & Adventure,,,6.375,7,6.8614,"Nous sommes en 2041 et la seule défense de la Terre contre de mystérieux extraterrestres consiste en un groupe de 6 jeunes pilotes financé par un énigmatique milliardaire. Bien que dévoués à leur missions, ces adolescents passent par des crises et des conflits que seuls l’amitié et le travail d’équipe peuvent leur permettre de surmonter afin de fusionner leurs appareils en un robot surpuissant, le GRAVION : la plus puissante force d’attaque de la planète !"
popular_tv,213326,The Most Heretical Last Boss Queen,2023-07-07,ja,Animation | Science-Fiction & Fantastique,,,8.1,53,6.8613,"Impitoyable despote ayant commis d’innommables crimes et antagoniste du jeu de romance « Vers la lumière avec toi », Pride Royal Ivy est la princesse du royaume de Freesia. À l’aube de ses huit ans, la jeune fille recouvre la mémoire de sa vie passée et de la fan inconditionnelle de cet “otome game”. Déterminée à échapper au funeste destin qui l’attend, Pride se promet de redorer son image auprès de ses concitoyens en mettant à profit ses souvenirs passés."
popular_tv,63510,L'Attaque des Titans - Junior High School,2015-10-04,ja,Animation | Action & Adventure | Comédie | Science-Fiction & Fantastique,,TV-14,7.823,203,6.861,"L'histoire suit Eren Yeager et Mikasa Ackerman entrant Titan Jr. High, une école où les humains et les Titans étudient dans la même région en coexistence. En raison d'un événement «traumatisant», où le Titan colossal a mangé son déjeuner au collège, Eren déteste les Titans, et essaie constamment de trouver un moyen de débarrasser la terre de leur espèce. A cause de cela, il a du mal à se faire des amis, beaucoup à l'inquiétude de Mikasa."
popular_tv,100436,Akudama Drive,2020-10-08,ja,Animation | Mystère | Action & Adventure | Science-Fiction & Fantastique | Crime,,TV-MA,7.51,156,6.8607,"Il y a longtemps, la guerre entre les régions du Kantou et du Kansai a divisé le Japon en deux. Suite aux affrontements, le Kansai est devenu dépendant du Kantou. Mais petit à petit, les membres du gouvernement et la police du Kansai ont commencé à perdre le contrôle… et depuis la criminalité, ne cesse d’augmenter. Les nouveaux malfaiteurs se font appeler Akudama, et ils ont bien l’intention de mettre la ville sens dessus dessous."
popular_tv,111111,Blood of Zeus,2020-10-27,en,Animation | Action & Adventure | Science-Fiction & Fantastique,Vlas Parlapanides,TV-MA,7.76,577,6.8605,"Dans la Grèce antique, Héron, un homme ordinaire, découvre qu'il est l'un des fils de Zeus et que le but de son existence est de sauver le monde d'une armée démoniaque."
popular_tv,76122,Death March to the Parallel World Rhapsody,2018-01-11,ja,Animation | Science-Fiction & Fantastique | Comédie | Action & Adventure,,TV-PG,7.8,265,6.8597,"L’informaticien Ichirô Suzuki, alias Satô, se réveille à l’intérieur du jeu vidéo qu’il était en train de programmer. Comme il connaît bien toutes les fonctions et les recoins du jeu, il se révèle très à l'aise dans ce monde. Cependant, il préfère rester discret à ce sujet et tandis qu’il part à sa découverte, il tente de venir en aide aux différents personnages qu’il croise."
popular_tv,68146,Nobunaga No Shinobi,2016-10-04,ja,Action & Adventure | Animation | Comédie,,,6.2,12,6.8594,"En 1555, tandis que les royaumes se livrent à des luttes intestines, un homme est porté par un rêve un peu fou : arriver à unifier le Japon par la force. Son nom : Oda Nobunaga. Admirant le but qu’il s’est fixé, une jeune apprentie ninja, Chidori, rêve à son tour d’assister celui qui deviendra le plus célèbre seigneur de guerre du Japon…"
popular_tv,1618,La Ligue des justiciers,2001-11-17,en,Action & Adventure | Animation | Science-Fiction & Fantastique,,TV-PG,8.187,548,6.8594,"Les plus grands super-héros du monde, menés par Superman, Batman, Green Lantern, Wonder Woman, Martian Manhunter, Flash, Aquaman, et Hawkgirl collaborent avec le soutien de leurs amis pour lutter plus efficacement contre la criminalité grandissante et les nouvelles menaces d'invasions extra-terrestres. Gardiens de la justice, ils sont le dernier rempart pour déjouer les conspirations les plus machiavéliques."
popular_tv,12789,Bronco,1958-09-23,en,Western,,TV-PG,5.2,6,6.8587,
popular_tv,111897,女儿们的恋爱,2019-01-30,zh,Reality | Comédie | Familial,晏吉,,5.0,2,6.8569,
popular_tv,2530,Mr Bean : La série animée,2002-01-05,en,Kids | Animation | Comédie | Familial,Rowan Atkinson,TV-G,6.8,433,6.8567,"Cette série met en scène Mr Bean, un homme simplet et caricatural, se plaçant volontairement ou non dans des situations plus ou moins cocasses. Avec une absence presque totale de dialogue, ses aventures reposent sur ses prouesses comiques."
popular_tv,103113,Kender du typen,2011-01-04,da,Familial,,NR,0.0,0,6.8565,
